voltage mean,voltage std,voltage kurtosis,voltage skewness,CC Q,CC charge time,voltage slope,voltage entropy,current mean,current std,current kurtosis,current skewness,CV Q,CV charge time,current slope,current entropy,capacity
53.647384955752216,1.0199411259879838,51.43816067254921,-6.717382984022854,16.275038888888886,3787.0,5.295086429968811e-05,1.891835024692953,4.997647058823529,2.836218545905518,-1.205008528683392,0.4822628364396896,0.8547555555555556,468.0,-0.0032207617165254014,2.588573162682118,30.09454365079368
53.49828651685393,0.5623503066117188,13.200399710705199,-2.4365237406010163,17.252272222222224,3841.0,3.45687685710709e-05,2.7181384754720836,9.744242424242426,4.003668794995207,-0.6567468344366851,-0.10050173736711952,1.0146861111111112,331.0,-0.013395594018728528,3.3126158769742338,30.75068811508399
53.5471475409836,0.8790582921307888,9.27268161060231,-1.2521484474718187,16.357333333333333,3626.0,7.79856037720713e-05,2.4238961434594364,7.842702702702701,3.233549341520359,-0.96794528849304,0.15803615342313168,0.48145277777777784,220.0,-0.027464283957302882,3.259569334432237,29.36316251225679
53.134224999999994,0.9191816562748317,8.164357581004305,-2.481452185607043,24.939355555555554,5560.0,7.428141295329268e-05,2.6828861845929195,9.212083333333332,4.206649477480729,-1.2115288894175062,0.07830482629311289,0.607388888888889,252.0,-0.010605227591542678,3.365498878554215,30.240923268324316
53.57970212765958,1.3391729571434785,18.98171220268805,-3.5156708513728745,15.075111111111111,3488.0,0.00012541520296427357,2.2570025841710972,6.859655172413794,2.512602007205116,-1.0535356992207126,0.07562339520280134,0.3421194444444445,186.0,-0.01493315290168302,3.2238860684913124,29.18574559428383
53.31853092783504,1.282163454997891,17.682335907592787,-3.8626020556608833,16.220880555555553,3703.0,9.511902792740596e-05,2.2744190986324075,7.723820224719101,4.291568819671075,-1.4419701248042287,-0.04322081556284335,0.6212527777777778,283.0,-0.0008967374345076342,3.44491817651353,27.66497993478806
53.55439393939393,0.7631673154068249,12.2240731222298,-1.1116578773067167,18.856122222222222,4220.0,6.353185261773435e-05,2.5050887936976465,8.601627906976743,4.5763451092789325,-0.9461991371067686,0.205184470697343,0.4260638888888889,197.0,-0.007112827831502184,3.3177507440171055,29.347289059993585
53.484956521739136,0.47764620015193143,2.899474331006415,0.48880713052806835,14.810611111111111,3350.0,6.103551442081718e-05,2.7891932974784366,10.34,6.517048155926628,-2.101863650093311,-0.3209685960849338,1.0687000000000002,238.0,0.0010632150253235349,1.5396544474400977,28.87801963851233
53.87383141762452,0.8799835913272868,2.0615156326862873,0.8845406474883132,16.986186111111113,3916.0,8.361710099366784e-05,2.6644715907648195,7.068,5.317081154167199,-1.2926650932497559,0.36414542458752724,0.05488888888888888,30.0,-0.003707386147067346,2.997068727089017,30.07908942136245
53.40379752066116,0.4901429167465632,8.059791358493188,-1.3728021173669496,16.135808333333333,3710.0,3.972301657123943e-05,2.8128905756942206,3.7005555555555554,1.5059123193533703,-1.5374242884819036,-0.5499851791900834,0.05317500000000001,46.0,-0.003544977493807892,2.3701349548823623,29.860367693342898
53.5657,0.519082893187591,19.529762475531452,-2.988710779988068,13.811586111111112,3145.0,4.461866874903158e-05,2.4060228248710898,8.01909090909091,6.163967810879102,-1.878888393792346,0.38323601926883133,0.029513888888888888,13.0,0.0012836304174847991,1.9722469794234416,29.225102098296002
53.832577777777786,1.2059523205774654,23.98937019327614,-3.554240669095642,11.672180555555556,2760.0,0.00019401326364125085,2.1298027545843286,6.629,3.0235887617200854,-0.18403771546261805,-0.9391918715012212,0.01963055555555555,13.0,-0.005308737515631764,2.1639556568820564,21.99426016554892
53.89834594594594,1.2190022101823728,5.932709720237797,-0.8638152677015029,14.936361111111111,3417.0,0.00014722129985578463,2.3504484055555674,8.788571428571428,2.155069959563319,-0.2233305041182816,0.37188155492935365,0.01992777777777778,8.0,0.13165510127531888,1.945910149055313,30.35387560355418
